index,accident_id,ST_CASE,VE_TOTAL,VE_FORMS,PEDS,PERSONS,COUNTY,county_name,CITY,city_name,DAY,MONTH,YEAR,HOUR,MINUTE,NHS,FUNC_SYS,func_sys_lit,ROAD_FNC,road_fnc_lit,RD_OWNER,rd_owner_lit,TWAY_ID,TWAY_ID2,LATITUDE,LONGITUD,SP_JUR,sp_jur_lit,HARM_EV,harm_ev_lit,MAN_COLL,man_coll_lit,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,lgt_cond_lit,WEATHER,weather_lit,SCH_BUS,CF1,CF2,CF3,cf1_lit,cf2_lit,cf3_lit,FATALS,A_INTER,a_inter_lit,A_ROADFC,a_road_fc_lit,A_TOD,a_tod_lit,A_DOW,a_dow_lit,A_LT,a_lt_lit,A_SPCRA,a_spcra_lit,A_PED,a_ped_lit,A_PED_F,a_ped_f_lit,A_PEDAL,a_pedal_lit,A_PEDAL_F,a_pedal_f_lit,A_POLPUR,a_polour_lit,A_POSBAC,a_posbac_lit,A_DIST,a_dist_lit,A_DROWSY,a_drowsy_lit,INDIAN_RES,indian_res_lit
1029,2014040572,40572,1,1,0,2,19,PIMA,530,TUCSON,30,11,2014,19,17,0,,.,15.0,Urban-Collector,,.,COUNTRY CLUB RD,,32.16730278,-110.92634722,0,No Special Jurisdiction,21,Bridge Pier or Support,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,4,2,Dark - Not Lighted,1,Clear,No,0,0,0,None,None,None,2,2,Non-Interstate,5,Collector,2,Nighttime,2,Weekend,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Driver With Positive BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1030,2014040576,40576,1,1,1,2,17,NAVAJO,0,NONE LISTED,3,12,2014,19,10,0,,.,3.0,Rural-Minor Arterial,,.,SR-73,,34.07803611,-109.90590833,3,Indian Reservation,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,1,2,Dark - Not Lighted,2,Rain,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,2,Nighttime,1,Weekday,2,Other Crash,2,Other Crash,1,Pedestrian Involved Crash,1,Involving a pedestrian fatality,2,Other Crash,2,Other Crash,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,2,Other Crash,1,Tribal Lands
1031,2014040578,40578,1,1,0,1,19,PIMA,530,TUCSON,5,12,2014,16,43,0,,.,14.0,Urban-Minor Arterial,,.,PRINCE RD,,32.27224444,-110.94014167,0,No Special Jurisdiction,30,Utility Pole/Light Support,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,4,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,1,Daytime,1,Weekday,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Driver With Positive BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1032,2014040579,40579,1,1,0,1,19,PIMA,530,TUCSON,7,12,2014,0,23,0,,.,16.0,Urban-Local Road or Street,,.,LITTLETOWN RD,,32.13401944,-110.85186111,0,No Special Jurisdiction,33,Curb,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,4,3,Dark - Lighted,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,6,Local,2,Nighttime,2,Weekend,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1033,2014040580,40580,1,1,1,1,13,MARICOPA,370,PHOENIX,9,12,2014,17,40,0,,.,14.0,Urban-Minor Arterial,,.,MCDOWELL RD,48TH DR,33.46596944,-112.164375,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,2,3,0,1,3,Dark - Lighted,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,1,Daytime,1,Weekday,2,Other Crash,2,Other Crash,1,Pedestrian Involved Crash,1,Involving a pedestrian fatality,2,Other Crash,2,Other Crash,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1034,2014040581,40581,1,1,0,1,5,COCONINO,0,NONE LISTED,12,12,2014,23,26,0,,.,4.0,Rural-Major Collector,,.,SR-87,,34.45046944,-111.41921667,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,4,2,Dark - Not Lighted,2,Rain,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,2,Nighttime,2,Weekend,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1035,2014040582,40582,1,1,0,2,7,GILA,0,NONE LISTED,13,12,2014,11,53,0,,.,3.0,Rural-Minor Arterial,,.,US-60,,33.64365556,-110.57501389,0,No Special Jurisdiction,24,Guardrail Face,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,4,1,Daylight,2,Rain,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,1,Daytime,2,Weekend,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1036,2014040583,40583,1,1,0,1,19,PIMA,530,TUCSON,14,12,2014,18,12,0,,.,14.0,Urban-Minor Arterial,,.,LA CHOLLA BLVD,MERLIN RD,32.19027778,-111.01175556,0,No Special Jurisdiction,46,Traffic Signal Support,0,Not a Collision with Motor Vehicle In-Transport,0,3,3,0,4,2,Dark - Not Lighted,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,2,Nighttime,2,Weekend,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1037,2014040584,40584,1,1,1,1,27,YUMA,620,YUMA,18,12,2014,22,18,0,,.,16.0,Urban-Local Road or Street,,.,GILA RIDGE RD,,32.68264722,-114.55908611,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,1,2,Dark - Not Lighted,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,6,Local,2,Nighttime,1,Weekday,2,Other Crash,2,Other Crash,1,Pedestrian Involved Crash,1,Involving a pedestrian fatality,2,Other Crash,2,Other Crash,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1038,2014040586,40586,1,1,0,2,1,APACHE,0,NONE LISTED,11,8,2014,3,15,0,,.,6.0,Rural-Local Road or Street,,.,UNKNOWN RD,,99.9999,999.9999,3,Indian Reservation,5,Fell/Jumped from Vehicle,0,Not a Collision with Motor Vehicle In-Transport,0,99,99,0,99,6,Dark - Unknown Lighting,99,Unknown,No,0,0,0,None,None,None,1,2,Non-Interstate,6,Local,2,Nighttime,2,Weekend,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,1,Tribal Lands
1039,2014040587,40587,1,1,0,2,5,COCONINO,0,NONE LISTED,30,8,2014,16,4,0,,.,4.0,Rural-Major Collector,,.,STONEMAN LAKE RD,,34.768375,-111.55553056,0,No Special Jurisdiction,99,Unknown,99,Unknown,0,99,99,0,99,1,Daylight,99,Unknown,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,1,Daytime,2,Weekend,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1040,2014040588,40588,1,1,0,1,13,MARICOPA,0,NONE LISTED,8,9,2014,11,33,0,,.,15.0,Urban-Collector,,.,CR-128TH AVE,,33.65649167,-112.33177778,0,No Special Jurisdiction,33,Curb,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,4,1,Daylight,10,Cloudy,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,1,Daytime,1,Weekday,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1041,2014040589,40589,1,1,1,1,13,MARICOPA,0,NONE LISTED,16,9,2014,22,51,0,,.,5.0,Rural-Minor Collector,,.,CR-ST JOHNS RD,,99.9999,999.9999,3,Indian Reservation,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,99,99,0,99,6,Dark - Unknown Lighting,99,Unknown,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,2,Nighttime,1,Weekday,2,Other Crash,2,Other Crash,1,Pedestrian Involved Crash,1,Involving a pedestrian fatality,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,1,Tribal Lands
1042,2014040590,40590,1,1,0,2,13,MARICOPA,74,CAVE CREEK,20,9,2014,16,22,0,,.,16.0,Urban-Local Road or Street,,.,BLOODY BASIN RD,,99.9999,999.9999,0,No Special Jurisdiction,99,Unknown,99,Unknown,0,99,99,0,99,1,Daylight,99,Unknown,No,0,0,0,None,None,None,1,2,Non-Interstate,6,Local,1,Daytime,2,Weekend,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1043,2014040591,40591,1,1,0,1,1,APACHE,0,NONE LISTED,27,9,2014,17,40,0,,.,4.0,Rural-Major Collector,,.,BIA 59,,99.9999,999.9999,3,Indian Reservation,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,99,99,0,6,9,Unknown,99,Unknown,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,1,Daytime,2,Weekend,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,1,Tribal Lands
1044,2014040592,40592,1,1,0,1,13,MARICOPA,388,QUEEN CREEK,1,10,2014,7,0,0,,.,14.0,Urban-Minor Arterial,,.,ELLSWORTH RD,,99.9999,999.9999,0,No Special Jurisdiction,99,Unknown,99,Unknown,0,99,99,0,99,9,Unknown,99,Unknown,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,1,Daytime,1,Weekday,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1045,2014040593,40593,1,1,1,1,19,PIMA,295,MARANA,2,10,2014,99,99,0,,.,16.0,Urban-Local Road or Street,,.,HERITAGE CLUB DR,,99.9999,999.9999,0,No Special Jurisdiction,9,Pedalcyclist,0,Not a Collision with Motor Vehicle In-Transport,0,99,99,0,99,9,Unknown,99,Unknown,No,0,0,0,None,None,None,1,2,Non-Interstate,6,Local,3,Unknown,1,Weekday,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Pedalcyclist Involved Crash,1,Involving a pedacyclist fatality,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1046,2014040594,40594,1,1,1,1,13,MARICOPA,370,PHOENIX,4,10,2014,2,4,0,,.,14.0,Urban-Minor Arterial,,.,27TH AVE,,99.9999,999.9999,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,1,6,Dark - Unknown Lighting,99,Unknown,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,2,Nighttime,2,Weekend,2,Other Crash,1,Speeding Involved Crash,1,Pedestrian Involved Crash,1,Involving a pedestrian fatality,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1047,2014040595,40595,1,1,0,7,13,MARICOPA,0,NONE LISTED,4,10,2014,7,0,0,,.,4.0,Rural-Major Collector,,.,SR-238,,32.99950278,-112.50024722,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,99,99,0,99,9,Unknown,99,Unknown,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,1,Daytime,2,Weekend,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1048,2014040597,40597,1,1,0,2,1,APACHE,0,NONE LISTED,4,10,2014,22,5,0,,.,14.0,Urban-Minor Arterial,,.,BIA 7,,99.9999,999.9999,3,Indian Reservation,99,Unknown,99,Unknown,0,99,99,0,99,6,Dark - Unknown Lighting,99,Unknown,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,2,Nighttime,2,Weekend,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,1,Tribal Lands
1049,2014040603,40603,2,2,0,3,27,YUMA,0,NONE LISTED,20,11,2014,20,10,0,,.,15.0,Urban-Collector,,.,CR-AVENUE B,COUNTY 18TH ST,32.56756944,-114.64948056,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,2,2,0,1,2,Dark - Not Lighted,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,2,Nighttime,1,Weekday,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1050,2014040605,40605,1,1,0,1,19,PIMA,530,TUCSON,3,12,2014,20,13,0,,.,14.0,Urban-Minor Arterial,,.,CAMINO SECO,,32.23265,-110.80683889,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,1,3,Dark - Lighted,10,Cloudy,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,2,Nighttime,1,Weekday,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1051,2014040609,40609,1,1,0,1,21,PINAL,160,ELOY,23,12,2014,17,28,0,,.,6.0,Rural-Local Road or Street,,.,ALSDORF RD,,32.74858611,-111.52479167,0,No Special Jurisdiction,34,Ditch,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,4,5,Dusk,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,6,Local,1,Daytime,1,Weekday,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Driver With Positive BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1052,2014040610,40610,1,1,0,1,12,LA PAZ,0,NONE LISTED,28,10,2014,0,23,0,,.,4.0,Rural-Major Collector,,.,MOHAVE RD,,34.10713611,-114.36606944,3,Indian Reservation,41,Shrubbery,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,4,2,Dark - Not Lighted,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,2,Nighttime,1,Weekday,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,1,Tribal Lands
1053,2014040613,40613,1,1,0,2,17,NAVAJO,0,NONE LISTED,17,10,2014,99,99,0,,.,4.0,Rural-Major Collector,,.,SR-87,,35.28782778,-110.42729167,3,Indian Reservation,99,Unknown,99,Unknown,0,99,99,0,99,1,Daylight,99,Unknown,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,3,Unknown,3,Unknown,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,2,Other Crash,1,Tribal Lands
1054,2014040617,40617,1,1,1,1,13,MARICOPA,370,PHOENIX,23,10,2014,19,57,0,,.,14.0,Urban-Minor Arterial,,.,MCDOWELL RD,,99.9999,999.9999,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,1,9,Unknown,99,Unknown,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,2,Nighttime,1,Weekday,2,Other Crash,2,Other Crash,1,Pedestrian Involved Crash,1,Involving a pedestrian fatality,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1055,2014040618,40618,2,2,0,2,13,MARICOPA,370,PHOENIX,24,10,2014,2,34,0,,.,14.0,Urban-Minor Arterial,,.,UNION HILLS DR,I-17 FRONTAGE RD,33.65461389,-112.11393611,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,1,2,2,0,1,3,Dark - Lighted,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,2,Nighttime,1,Weekday,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Driver With Positive BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1056,2014040621,40621,1,1,1,1,1,APACHE,0,NONE LISTED,26,10,2014,20,20,0,,.,3.0,Rural-Minor Arterial,,.,SR-264,,35.71020556,-109.52184722,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,99,99,0,99,6,Dark - Unknown Lighting,99,Unknown,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,2,Nighttime,2,Weekend,2,Other Crash,2,Other Crash,1,Pedestrian Involved Crash,1,Involving a pedestrian fatality,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,1,Tribal Lands
1057,2014040625,40625,1,1,0,4,12,LA PAZ,0,NONE LISTED,26,11,2014,6,19,0,,.,6.0,Rural-Local Road or Street,,.,SHEA RD,,34.12965,-114.262175,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,4,8,Not Reported,98,Not Reported,No,0,0,0,None,None,None,1,2,Non-Interstate,6,Local,1,Daytime,1,Weekday,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,1,Tribal Lands
1058,2014040629,40629,1,1,0,1,19,PIMA,0,NONE LISTED,5,11,2014,23,5,0,,.,5.0,Rural-Minor Collector,,.,BIA 19,,99.9999,999.9999,3,Indian Reservation,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,1,2,Dark - Not Lighted,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,2,Nighttime,1,Weekday,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Driver With Positive BAC Testing Crash,1,Involving a Distracted Driver,2,Other Crash,1,Tribal Lands
1059,2014040630,40630,1,1,1,1,13,MARICOPA,370,PHOENIX,12,11,2014,9,7,1,,.,14.0,Urban-Minor Arterial,,.,PECOS RD,,33.29102778,-112.09518333,0,No Special Jurisdiction,9,Pedalcyclist,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,1,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,1,Daytime,1,Weekday,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Pedalcyclist Involved Crash,1,Involving a pedacyclist fatality,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1060,2014040632,40632,1,1,0,1,21,PINAL,0,NONE LISTED,13,11,2014,12,7,0,,.,4.0,Rural-Major Collector,,.,CR-VETERNS MEMORIAL BLVD,,99.9999,999.9999,0,No Special Jurisdiction,35,Embankment,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,4,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,1,Daytime,1,Weekday,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,1,Involving a Drowsy Driver,0,Not Tribal Lands
1061,2014040634,40634,1,1,0,1,7,GILA,0,NONE LISTED,11,8,2014,6,16,0,,.,4.0,Rural-Major Collector,,.,BIA 6,,99.9999,999.9999,3,Indian Reservation,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,4,8,Not Reported,98,Not Reported,No,0,0,0,None,None,None,1,2,Non-Interstate,5,Collector,1,Daytime,1,Weekday,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Driver With Positive BAC Testing Crash,2,Other Crash,2,Other Crash,1,Tribal Lands
1062,2014040636,40636,2,2,1,5,13,MARICOPA,290,MESA,14,12,2014,16,19,0,,.,14.0,Urban-Minor Arterial,,.,ELLSWORTH RD,,33.36048889,-111.63581111,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,0,1,1,0,1,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,1,Daytime,2,Weekend,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Pedalcyclist Involved Crash,1,Involving a pedacyclist fatality,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,1,Involving a Drowsy Driver,0,Not Tribal Lands
1063,2014040637,40637,1,1,0,1,19,PIMA,530,TUCSON,18,12,2014,15,30,0,,.,14.0,Urban-Minor Arterial,,.,SPEEDWAY BLVD,,32.23546944,-110.771075,0,No Special Jurisdiction,59,Traffic Sign Support,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,4,1,Daylight,10,Cloudy,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,1,Daytime,1,Weekday,1,Large Truck Involved Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1064,2014040639,40639,1,1,0,3,21,PINAL,0,NONE LISTED,25,12,2014,21,45,0,,.,4.0,Rural-Major Collector,,.,CR-PAPAGO RD,,32.98506389,-112.07404167,0,No Special Jurisdiction,33,Curb,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,4,2,Dark - Not Lighted,1,Clear,No,0,0,0,None,None,None,2,2,Non-Interstate,5,Collector,2,Nighttime,1,Weekday,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1065,2014040642,40642,1,1,0,1,13,MARICOPA,200,GLENDALE,13,9,2014,19,56,0,,.,14.0,Urban-Minor Arterial,,.,UNION HILLS DR,,99.9999,999.9999,0,No Special Jurisdiction,99,Unknown,0,Not a Collision with Motor Vehicle In-Transport,0,99,99,0,99,9,Unknown,99,Unknown,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,2,Nighttime,2,Weekend,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1066,2014040643,40643,1,1,0,3,1,APACHE,0,NONE LISTED,25,10,2014,0,51,0,,.,4.0,Rural-Major Collector,,.,BIA 64,,99.9999,999.9999,3,Indian Reservation,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,99,99,0,99,6,Dark - Unknown Lighting,99,Unknown,No,0,0,0,None,None,None,2,2,Non-Interstate,5,Collector,2,Nighttime,2,Weekend,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,1,Tribal Lands
1067,2014040647,40647,2,2,0,2,13,MARICOPA,370,PHOENIX,4,11,2014,22,20,0,,.,14.0,Urban-Minor Arterial,,.,7TH AVE,,99.9999,999.9999,0,No Special Jurisdiction,5,Fell/Jumped from Vehicle,0,Not a Collision with Motor Vehicle In-Transport,0,1,1,0,1,6,Dark - Unknown Lighting,99,Unknown,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,2,Nighttime,1,Weekday,2,Other Crash,1,Speeding Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1068,2014040649,40649,1,1,1,1,13,MARICOPA,370,PHOENIX,6,11,2014,16,54,0,,.,14.0,Urban-Minor Arterial,,.,59TH AVE,ROOSEVELT ST,33.4588,-112.18647222,0,No Special Jurisdiction,9,Pedalcyclist,0,Not a Collision with Motor Vehicle In-Transport,0,3,2,0,1,1,Daylight,1,Clear,No,0,0,0,None,None,None,1,2,Non-Interstate,4,Minor arterial,1,Daytime,1,Weekday,1,Large Truck Involved Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Pedalcyclist Involved Crash,1,Involving a pedacyclist fatality,2,Other Crash,3,Unknown BAC Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1069,2014040650,40650,1,1,1,1,19,PIMA,530,TUCSON,7,11,2014,99,99,0,,.,16.0,Urban-Local Road or Street,,.,HAWKS WING DR,,99.9999,999.9999,0,No Special Jurisdiction,9,Pedalcyclist,0,Not a Collision with Motor Vehicle In-Transport,0,99,99,0,1,9,Unknown,99,Unknown,No,0,0,0,None,None,None,1,2,Non-Interstate,6,Local,3,Unknown,3,Unknown,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Pedalcyclist Involved Crash,1,Involving a pedacyclist fatality,2,Other Crash,2,All Drivers With ZERO BAC Testing Crash,2,Other Crash,2,Other Crash,0,Not Tribal Lands
1070,2014040657,40657,2,2,0,5,21,PINAL,0,NONE LISTED,21,11,2014,22,32,0,,.,3.0,Rural-Minor Arterial,,.,SR-87,GILBERT RD,33.17008611,-111.79301667,3,Indian Reservation,12,Motor Vehicle In-Transport,6,Angle,0,2,2,0,1,2,Dark - Not Lighted,1,Clear,No,0,0,0,None,None,None,2,2,Non-Interstate,4,Minor arterial,2,Nighttime,2,Weekend,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,2,Other Crash,1,Driver With Positive BAC Testing Crash,2,Other Crash,2,Other Crash,1,Tribal Lands
